id,locality,type_of_property,subtype_of_property,price,type_of_sale,nr_of_rooms,area,equiped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,total_land_area,nr_of_facades,swimming_pool,building_condition,kitchen,region,Province,sq_m_price,sq_m_land_price
8824221,8300,APARTMENT,APARTMENT,430000,FOR_SALE,2,70.0,USA_HYPER_EQUIPPED,False,False,False,-1.0,False,-1.0,69.0,2,False,AS_NEW,True,VLA,VWV,6142.857142857143,6231.884057971014
8992811,1050,APARTMENT,APARTMENT,435000,FOR_SALE,2,115.0,HYPER_EQUIPPED,False,False,False,-1.0,False,-1.0,114.0,3,False,GOOD,True,BXL,BXL,3782.608695652174,3815.7894736842104
8929872,1050,APARTMENT,APARTMENT,435000,FOR_SALE,2,108.0,USA_HYPER_EQUIPPED,True,False,True,8.0,False,-1.0,116.0,-1,False,JUST_RENOVATED,True,BXL,BXL,4027.777777777778,3750.0
9017359,1040,APARTMENT,APARTMENT,440000,FOR_SALE,3,145.0,HYPER_EQUIPPED,False,False,True,10.0,False,-1.0,155.0,2,False,GOOD,True,BXL,BXL,3034.4827586206898,2838.7096774193546
8927729,1180,APARTMENT,APARTMENT,450000,FOR_SALE,2,110.0,HYPER_EQUIPPED,True,False,True,8.0,False,-1.0,118.0,2,False,AS_NEW,True,BXL,BXL,4090.909090909091,3813.5593220338983
8462602,8434,APARTMENT,APARTMENT,450000,FOR_SALE,2,89.0,HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,88.0,2,False,GOOD,True,VLA,VWV,5056.179775280899,5113.636363636364
8869598,1332,APARTMENT,APARTMENT,465000,FOR_SALE,3,189.0,USA_HYPER_EQUIPPED,False,False,True,11.0,False,-1.0,200.0,-1,False,AS_NEW,True,WAL,WBR,2460.3174603174602,2325.0
8862825,9140,APARTMENT,APARTMENT,468000,FOR_SALE,3,160.0,SEMI_EQUIPPED,True,False,True,41.0,False,-1.0,201.0,-1,False,GOOD,True,VLA,VOV,2925.0,2328.3582089552237
8960846,1180,APARTMENT,APARTMENT,475000,FOR_SALE,3,120.0,HYPER_EQUIPPED,False,False,True,10.0,False,-1.0,130.0,-1,False,AS_NEW,True,BXL,BXL,3958.3333333333335,3653.846153846154
8761872,8300,APARTMENT,APARTMENT,480000,FOR_SALE,2,75.0,HYPER_EQUIPPED,True,False,False,-1.0,False,-1.0,74.0,2,True,AS_NEW,True,VLA,VWV,6400.0,6486.486486486487
8786226,1000,APARTMENT,APARTMENT,485000,FOR_SALE,3,114.0,USA_HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,113.0,2,False,AS_NEW,True,BXL,BXL,4254.3859649122805,4292.0353982300885
8836124,8300,APARTMENT,APARTMENT,485000,FOR_SALE,2,103.0,INSTALLED,False,False,False,-1.0,False,-1.0,102.0,2,False,AS_NEW,True,VLA,VWV,4708.73786407767,4754.901960784314
8943990,1348,APARTMENT,APARTMENT,511932,FOR_SALE,2,127.0,USA_HYPER_EQUIPPED,True,False,True,29.0,False,-1.0,156.0,-1,False,AS_NEW,True,WAL,WBR,4030.9606299212596,3281.6153846153848
9011773,1160,APARTMENT,APARTMENT,514000,FOR_SALE,2,114.0,USA_HYPER_EQUIPPED,False,False,True,25.0,False,-1.0,139.0,-1,False,AS_NEW,True,BXL,BXL,4508.771929824561,3697.8417266187053
8943989,1348,APARTMENT,APARTMENT,516050,FOR_SALE,2,137.0,USA_HYPER_EQUIPPED,True,False,True,19.0,False,-1.0,156.0,-1,False,AS_NEW,True,WAL,WBR,3766.788321167883,3308.0128205128203
8880189,8300,APARTMENT,APARTMENT,525000,FOR_SALE,1,70.0,USA_HYPER_EQUIPPED,False,False,True,-1.0,False,-1.0,69.0,2,True,AS_NEW,True,VLA,VWV,7500.0,7608.695652173913
8619569,1000,APARTMENT,PENTHOUSE,526000,FOR_SALE,3,144.0,INSTALLED,False,False,True,14.0,False,-1.0,158.0,-1,False,AS_NEW,True,BXL,BXL,3652.777777777778,3329.1139240506327
8925653,1050,APARTMENT,APARTMENT,530000,FOR_SALE,3,153.0,USA_HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,152.0,-1,False,AS_NEW,True,BXL,BXL,3464.052287581699,3486.842105263158
9019386,1000,APARTMENT,LOFT,545000,FOR_SALE,2,147.0,USA_HYPER_EQUIPPED,False,False,True,70.0,True,300.0,217.0,2,True,AS_NEW,True,BXL,BXL,3707.482993197279,2511.5207373271887
8969013,1081,APARTMENT,LOFT,545000,FOR_SALE,2,147.0,USA_HYPER_EQUIPPED,False,False,True,70.0,True,300.0,217.0,2,True,AS_NEW,True,BXL,BXL,3707.482993197279,2511.5207373271887
9022377,1080,APARTMENT,APARTMENT,560000,FOR_SALE,3,180.0,HYPER_EQUIPPED,False,False,True,53.0,False,-1.0,233.0,2,False,AS_NEW,True,BXL,BXL,3111.1111111111113,2403.43347639485
8605393,8300,APARTMENT,APARTMENT,578000,FOR_SALE,1,64.0,0,True,False,False,-1.0,True,-1.0,63.0,-1,False,JUST_RENOVATED,False,VLA,VWV,9031.25,9174.603174603175
8669223,4020,APARTMENT,PENTHOUSE,580000,FOR_SALE,3,153.0,INSTALLED,True,False,True,80.0,False,-1.0,233.0,3,False,AS_NEW,True,WAL,WLG,3790.849673202614,2489.2703862660946
8943988,1348,APARTMENT,APARTMENT,583956,FOR_SALE,3,153.0,USA_HYPER_EQUIPPED,True,False,True,6.0,False,-1.0,159.0,-1,False,AS_NEW,True,WAL,WBR,3816.705882352941,3672.6792452830186
9012929,1180,APARTMENT,APARTMENT,599000,FOR_SALE,3,166.0,USA_HYPER_EQUIPPED,True,False,True,24.0,False,-1.0,190.0,2,False,AS_NEW,True,BXL,BXL,3608.4337349397592,3152.6315789473683
9012927,1160,APARTMENT,APARTMENT,647000,FOR_SALE,3,143.0,USA_HYPER_EQUIPPED,True,False,True,22.0,False,-1.0,165.0,-1,False,AS_NEW,True,BXL,BXL,4524.475524475524,3921.212121212121
9011772,1160,APARTMENT,APARTMENT,655000,FOR_SALE,3,140.0,USA_HYPER_EQUIPPED,True,False,True,16.0,False,-1.0,156.0,-1,False,AS_NEW,True,BXL,BXL,4678.571428571428,4198.717948717948
8323518,1000,APARTMENT,APARTMENT,660000,FOR_SALE,3,143.0,HYPER_EQUIPPED,False,False,True,10.0,False,-1.0,153.0,-1,False,AS_NEW,True,BXL,BXL,4615.384615384615,4313.725490196079
8952493,1180,APARTMENT,APARTMENT,675000,FOR_SALE,3,190.0,HYPER_EQUIPPED,False,False,False,-1.0,False,-1.0,189.0,-1,False,AS_NEW,True,BXL,BXL,3552.6315789473683,3571.4285714285716
8950461,1050,APARTMENT,APARTMENT,690000,FOR_SALE,2,172.0,HYPER_EQUIPPED,False,False,True,6.0,False,-1.0,178.0,-1,False,GOOD,True,BXL,BXL,4011.6279069767443,3876.4044943820227
9024992,8300,APARTMENT,APARTMENT,699000,FOR_SALE,2,85.0,USA_HYPER_EQUIPPED,False,False,False,-1.0,False,-1.0,84.0,2,False,AS_NEW,True,VLA,VWV,8223.529411764706,8321.42857142857
8806248,8300,APARTMENT,APARTMENT,725000,FOR_SALE,3,114.0,0,True,False,True,-1.0,False,-1.0,113.0,-1,False,JUST_RENOVATED,False,VLA,VWV,6359.649122807017,6415.929203539823
8914929,8300,APARTMENT,APARTMENT,745000,FOR_SALE,3,107.0,HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,106.0,2,False,TO_RENOVATE,True,VLA,VWV,6962.616822429906,7028.301886792453
8703882,8300,APARTMENT,APARTMENT,760000,FOR_SALE,2,80.0,HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,79.0,2,False,GOOD,True,VLA,VWV,9500.0,9620.253164556962
8824466,1180,APARTMENT,APARTMENT,790000,FOR_SALE,3,180.0,USA_HYPER_EQUIPPED,False,False,True,5.0,False,-1.0,185.0,2,False,JUST_RENOVATED,True,BXL,BXL,4388.888888888889,4270.27027027027
9022133,1180,APARTMENT,APARTMENT,795000,FOR_SALE,3,243.0,HYPER_EQUIPPED,False,False,True,30.0,False,-1.0,273.0,2,False,GOOD,True,BXL,BXL,3271.604938271605,2912.087912087912
8945589,8300,APARTMENT,APARTMENT,850000,FOR_SALE,2,150.0,HYPER_EQUIPPED,False,False,True,-1.0,False,-1.0,149.0,2,False,AS_NEW,True,VLA,VWV,5666.666666666667,5704.697986577181
8915201,1000,APARTMENT,PENTHOUSE,875000,FOR_SALE,3,195.0,USA_INSTALLED,True,False,True,45.0,False,-1.0,240.0,3,False,AS_NEW,True,BXL,BXL,4487.179487179487,3645.8333333333335
8770436,1150,APARTMENT,APARTMENT,875000,FOR_SALE,2,180.0,HYPER_EQUIPPED,False,False,True,-1.0,False,-1.0,179.0,2,False,AS_NEW,True,BXL,BXL,4861.111111111111,4888.268156424581
8752510,1040,APARTMENT,APARTMENT,895000,FOR_SALE,4,325.0,0,False,True,True,10.0,False,-1.0,335.0,3,False,AS_NEW,False,BXL,BXL,2753.846153846154,2671.6417910447763
9006805,8301,APARTMENT,APARTMENT,965000,FOR_SALE,3,128.0,HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,127.0,2,False,AS_NEW,True,VLA,VWV,7539.0625,7598.425196850394
8787268,1040,APARTMENT,PENTHOUSE,975000,FOR_SALE,3,196.0,USA_HYPER_EQUIPPED,True,False,True,46.0,False,-1.0,242.0,-1,False,AS_NEW,True,BXL,BXL,4974.489795918367,4028.9256198347107
8935764,8300,APARTMENT,APARTMENT,990000,FOR_SALE,2,98.0,HYPER_EQUIPPED,True,False,False,-1.0,False,-1.0,97.0,2,False,AS_NEW,True,VLA,VWV,10102.040816326531,10206.185567010309
8822107,8300,APARTMENT,DUPLEX,1065000,FOR_SALE,2,148.0,USA_HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,147.0,2,False,AS_NEW,True,VLA,VWV,7195.945945945946,7244.897959183673
8912466,8300,APARTMENT,APARTMENT,1195000,FOR_SALE,3,98.0,HYPER_EQUIPPED,True,False,True,40.0,False,-1.0,138.0,2,False,AS_NEW,True,VLA,VWV,12193.877551020409,8659.420289855072
8994111,8301,APARTMENT,DUPLEX,1270000,FOR_SALE,3,128.0,HYPER_EQUIPPED,False,False,True,23.0,False,-1.0,151.0,4,False,AS_NEW,True,VLA,VWV,9921.875,8410.596026490066
9017333,8300,APARTMENT,APARTMENT,1295000,FOR_SALE,3,93.0,HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,92.0,-1,False,JUST_RENOVATED,True,VLA,VWV,13924.731182795698,14076.08695652174
9000077,1150,APARTMENT,PENTHOUSE,1335000,FOR_SALE,3,212.0,USA_HYPER_EQUIPPED,False,False,True,63.0,False,-1.0,275.0,3,False,AS_NEW,True,BXL,BXL,6297.169811320755,4854.545454545455
8395369,1190,APARTMENT,LOFT,1395000,FOR_SALE,3,315.0,HYPER_EQUIPPED,False,False,False,-1.0,False,-1.0,314.0,-1,False,AS_NEW,True,BXL,BXL,4428.571428571428,4442.675159235669
8001456,8300,APARTMENT,APARTMENT,1395000,FOR_SALE,3,115.0,HYPER_EQUIPPED,False,False,True,-1.0,False,-1.0,114.0,2,False,GOOD,True,VLA,VWV,12130.434782608696,12236.842105263158
8091244,1000,APARTMENT,DUPLEX,1400000,FOR_SALE,3,400.0,USA_HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,399.0,-1,False,AS_NEW,True,BXL,BXL,3500.0,3508.7719298245615
8997633,1150,APARTMENT,PENTHOUSE,1435000,FOR_SALE,3,202.0,USA_HYPER_EQUIPPED,False,False,True,157.0,False,-1.0,359.0,-1,False,AS_NEW,True,BXL,BXL,7103.960396039604,3997.214484679666
8566703,8300,APARTMENT,APARTMENT,1490000,FOR_SALE,3,154.0,USA_HYPER_EQUIPPED,False,False,True,20.0,False,-1.0,174.0,3,False,AS_NEW,True,VLA,VWV,9675.324675324675,8563.218390804597
8736311,8300,APARTMENT,APARTMENT,1495000,FOR_SALE,2,135.0,HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,134.0,3,False,AS_NEW,True,VLA,VWV,11074.074074074075,11156.716417910447
8599960,1180,APARTMENT,APARTMENT,1500000,FOR_SALE,3,220.0,INSTALLED,True,False,True,60.0,False,-1.0,280.0,-1,False,AS_NEW,True,BXL,BXL,6818.181818181818,5357.142857142857
8851584,1180,APARTMENT,APARTMENT,1550000,FOR_SALE,5,270.0,HYPER_EQUIPPED,True,True,True,44.0,False,-1.0,314.0,4,False,JUST_RENOVATED,True,BXL,BXL,5740.740740740741,4936.3057324840765
8925549,8300,APARTMENT,APARTMENT,1570000,FOR_SALE,2,108.0,HYPER_EQUIPPED,False,False,False,-1.0,False,-1.0,107.0,2,False,JUST_RENOVATED,True,VLA,VWV,14537.037037037036,14672.897196261682
8992594,1050,APARTMENT,APARTMENT,1790000,FOR_SALE,4,300.0,HYPER_EQUIPPED,False,False,True,60.0,False,-1.0,360.0,-1,False,GOOD,True,BXL,BXL,5966.666666666667,4972.222222222223
8180011,8300,APARTMENT,PENTHOUSE,1850000,FOR_SALE,3,200.0,HYPER_EQUIPPED,True,False,True,105.0,False,-1.0,305.0,2,False,AS_NEW,True,VLA,VWV,9250.0,6065.573770491803
8848361,1000,APARTMENT,PENTHOUSE,1950000,FOR_SALE,3,226.0,USA_HYPER_EQUIPPED,False,False,True,66.0,False,-1.0,292.0,2,False,AS_NEW,True,BXL,BXL,8628.318584070796,6678.082191780822
9008672,8300,APARTMENT,APARTMENT,2050000,FOR_SALE,3,117.0,USA_HYPER_EQUIPPED,False,False,True,-1.0,False,-1.0,116.0,2,False,AS_NEW,True,VLA,VWV,17521.36752136752,17672.41379310345
8719139,8300,APARTMENT,APARTMENT,2095000,FOR_SALE,4,180.0,HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,179.0,3,False,AS_NEW,True,VLA,VWV,11638.888888888889,11703.910614525139
8303005,8300,APARTMENT,TRIPLEX,2200000,FOR_SALE,4,214.0,HYPER_EQUIPPED,True,False,True,-1.0,False,-1.0,213.0,2,False,AS_NEW,True,VLA,VWV,10280.373831775702,10328.638497652582
9013801,1000,APARTMENT,APARTMENT,2490000,FOR_SALE,6,440.0,HYPER_EQUIPPED,False,False,False,-1.0,False,-1.0,439.0,2,False,JUST_RENOVATED,True,BXL,BXL,5659.090909090909,5671.981776765376
8919060,8300,APARTMENT,APARTMENT,2495000,FOR_SALE,3,278.0,HYPER_EQUIPPED,False,False,True,-1.0,False,-1.0,277.0,3,False,AS_NEW,True,VLA,VWV,8974.820143884892,9007.220216606498
9018858,8300,APARTMENT,APARTMENT,2695000,FOR_SALE,3,150.0,HYPER_EQUIPPED,True,False,True,10.0,False,-1.0,160.0,2,False,AS_NEW,True,VLA,VWV,17966.666666666668,16843.75
7659883,8300,APARTMENT,PENTHOUSE,3200000,FOR_SALE,4,200.0,HYPER_EQUIPPED,False,False,True,-1.0,False,-1.0,199.0,2,False,AS_NEW,True,VLA,VWV,16000.0,16080.402010050251
8909956,6740,HOUSE,EXCEPTIONAL_PROPERTY,598000,FOR_SALE,3,600.0,HYPER_EQUIPPED,False,False,True,127.0,True,2358.0,2358.0,4,False,AS_NEW,True,WAL,WLX,996.6666666666666,253.60474978795588
9009252,1150,HOUSE,EXCEPTIONAL_PROPERTY,2095000,FOR_SALE,5,551.0,USA_HYPER_EQUIPPED,False,False,True,40.0,True,450.0,620.0,4,False,AS_NEW,True,BXL,BXL,3802.1778584392014,3379.032258064516
9036161,1050,APARTMENT,FLAT_STUDIO,175000,FOR_SALE,1,34.0,INSTALLED,True,False,False,-1.0,False,-1.0,33.0,2,False,GOOD,True,BXL,BXL,5147.058823529412,5303.030303030303
9036915,4458,HOUSE,VILLA,369000,FOR_SALE,4,250.0,INSTALLED,True,True,True,44.0,True,1906.0,2200.0,4,False,GOOD,True,WAL,WLG,1476.0,167.72727272727272
9030596,4030,APARTMENT,APARTMENT,220000,FOR_SALE,3,112.0,INSTALLED,True,False,True,6.0,False,-1.0,118.0,3,False,AS_NEW,True,WAL,WLG,1964.2857142857142,1864.406779661017
9038408,9000,APARTMENT,APARTMENT,250000,FOR_SALE,2,92.0,INSTALLED,True,False,True,7.0,False,-1.0,99.0,2,False,GOOD,True,VLA,VOV,2717.391304347826,2525.252525252525
9037709,8210,APARTMENT,APARTMENT,255000,FOR_SALE,2,85.0,SEMI_EQUIPPED,True,False,True,-1.0,False,-1.0,84.0,2,False,GOOD,True,VLA,VWV,3000.0,3035.714285714286
9031099,1050,APARTMENT,APARTMENT,520000,FOR_SALE,3,117.0,USA_HYPER_EQUIPPED,True,False,True,8.0,False,-1.0,125.0,2,False,UKN,True,BXL,BXL,4444.444444444444,4160.0
9029058,1080,APARTMENT,FLAT_STUDIO,115000,FOR_SALE,0,40.0,0,False,False,True,10.0,False,-1.0,50.0,4,False,TO_BE_DONE_UP,False,BXL,BXL,2875.0,2300.0
9040369,1070,APARTMENT,APARTMENT,200000,FOR_SALE,2,80.0,0,False,False,False,-1.0,False,-1.0,79.0,2,False,GOOD,False,BXL,BXL,2500.0,2531.6455696202534
9041380,1500,APARTMENT,APARTMENT,415000,FOR_SALE,3,140.0,NOT_INSTALLED,True,False,True,26.0,False,-1.0,166.0,2,False,GOOD,True,VLA,VBR,2964.285714285714,2500.0
9032158,4610,APARTMENT,APARTMENT,135000,FOR_SALE,2,67.0,INSTALLED,False,False,False,-1.0,False,-1.0,66.0,-1,False,AS_NEW,True,WAL,WLG,2014.9253731343283,2045.4545454545455
9014671,4000,APARTMENT,APARTMENT,149000,FOR_SALE,2,85.0,INSTALLED,False,False,True,5.0,False,-1.0,90.0,3,False,GOOD,True,WAL,WLG,1752.9411764705883,1655.5555555555557
9022468,7000,APARTMENT,APARTMENT,160000,FOR_SALE,2,87.0,HYPER_EQUIPPED,False,False,False,-1.0,True,50.0,86.0,3,False,AS_NEW,True,WAL,WHT,1839.0804597701149,1860.4651162790697
9022485,7000,APARTMENT,APARTMENT,170000,FOR_SALE,3,111.0,HYPER_EQUIPPED,False,False,True,10.0,False,-1.0,121.0,3,False,AS_NEW,True,WAL,WHT,1531.5315315315315,1404.9586776859503
8793632,6700,APARTMENT,APARTMENT,209500,FOR_SALE,2,79.0,INSTALLED,False,False,True,8.0,False,-1.0,87.0,-1,False,AS_NEW,True,WAL,WLX,2651.8987341772154,2408.0459770114944
7877568,5580,APARTMENT,APARTMENT,232500,FOR_SALE,2,111.0,INSTALLED,False,False,True,16.0,False,-1.0,127.0,-1,False,AS_NEW,True,WAL,WNA,2094.5945945945946,1830.708661417323
8793633,6700,APARTMENT,APARTMENT,238500,FOR_SALE,3,99.0,INSTALLED,False,False,True,8.0,False,-1.0,107.0,-1,False,AS_NEW,True,WAL,WLX,2409.090909090909,2228.9719626168226
8941796,1190,APARTMENT,APARTMENT,252094,FOR_SALE,2,89.0,HYPER_EQUIPPED,False,False,True,9.0,False,-1.0,98.0,4,False,AS_NEW,True,BXL,BXL,2832.516853932584,2572.387755102041
9000090,4000,APARTMENT,APARTMENT,252500,FOR_SALE,2,93.0,INSTALLED,True,False,True,5.0,False,-1.0,98.0,-1,False,AS_NEW,True,WAL,WLG,2715.05376344086,2576.530612244898
8941794,1190,APARTMENT,PENTHOUSE,262938,FOR_SALE,2,89.0,HYPER_EQUIPPED,False,False,True,9.0,False,-1.0,98.0,4,False,AS_NEW,True,BXL,BXL,2954.3595505617977,2683.0408163265306
8931960,4130,APARTMENT,APARTMENT,275000,FOR_SALE,2,91.0,HYPER_EQUIPPED,True,False,True,19.0,False,-1.0,110.0,3,False,AS_NEW,True,WAL,WLG,3021.978021978022,2500.0
8908004,1070,APARTMENT,PENTHOUSE,339750,FOR_SALE,2,122.0,USA_HYPER_EQUIPPED,True,False,True,14.0,False,-1.0,136.0,-1,False,AS_NEW,True,BXL,BXL,2784.8360655737706,2498.1617647058824
9032310,1070,APARTMENT,APARTMENT,361080,FOR_SALE,3,129.0,USA_HYPER_EQUIPPED,True,False,True,15.0,False,-1.0,144.0,-1,False,AS_NEW,True,BXL,BXL,2799.0697674418607,2507.5
8892313,1140,APARTMENT,APARTMENT,370000,FOR_SALE,3,136.0,USA_HYPER_EQUIPPED,False,False,True,12.0,False,-1.0,148.0,-1,False,UKN,True,BXL,BXL,2720.5882352941176,2500.0
8854351,8300,APARTMENT,APARTMENT,399000,FOR_SALE,2,90.0,USA_HYPER_EQUIPPED,True,False,True,14.0,False,-1.0,104.0,-1,False,AS_NEW,True,VLA,VWV,4433.333333333333,3836.5384615384614
9000189,1200,APARTMENT,APARTMENT,414000,FOR_SALE,3,105.0,USA_HYPER_EQUIPPED,False,False,True,29.0,False,-1.0,134.0,-1,False,AS_NEW,True,BXL,BXL,3942.8571428571427,3089.5522388059703
8994236,1200,APARTMENT,APARTMENT,445000,FOR_SALE,2,100.0,USA_HYPER_EQUIPPED,False,False,True,8.0,False,-1.0,108.0,2,False,AS_NEW,True,BXL,BXL,4450.0,4120.37037037037
9000193,1200,APARTMENT,PENTHOUSE,462000,FOR_SALE,2,97.0,USA_HYPER_EQUIPPED,False,False,True,9.0,False,-1.0,106.0,-1,False,AS_NEW,True,BXL,BXL,4762.886597938144,4358.490566037736
8844544,1200,APARTMENT,DUPLEX,464500,FOR_SALE,2,137.0,USA_HYPER_EQUIPPED,False,False,True,19.0,False,-1.0,156.0,-1,False,AS_NEW,True,BXL,BXL,3390.5109489051097,2977.5641025641025
8876612,1200,APARTMENT,APARTMENT,470000,FOR_SALE,3,113.0,USA_HYPER_EQUIPPED,False,False,True,70.0,True,12.0,183.0,-1,False,AS_NEW,True,BXL,BXL,4159.29203539823,2568.3060109289618
8987719,1160,APARTMENT,APARTMENT,478000,FOR_SALE,3,113.0,USA_HYPER_EQUIPPED,False,False,True,17.0,False,-1.0,130.0,-1,False,AS_NEW,True,BXL,BXL,4230.088495575221,3676.923076923077
8615101,1070,APARTMENT,APARTMENT,514080,FOR_SALE,3,137.0,USA_HYPER_EQUIPPED,True,False,True,69.0,False,-1.0,206.0,4,False,UKN,True,BXL,BXL,3752.4087591240877,2495.5339805825242
8950257,1933,APARTMENT,APARTMENT,620000,FOR_SALE,2,140.0,HYPER_EQUIPPED,False,False,True,18.0,False,-1.0,158.0,2,False,AS_NEW,True,VLA,VBR,4428.571428571428,3924.0506329113923
8950150,1933,APARTMENT,APARTMENT,655000,FOR_SALE,3,158.0,HYPER_EQUIPPED,False,False,True,18.0,False,-1.0,176.0,2,False,AS_NEW,True,VLA,VBR,4145.569620253164,3721.590909090909
8950151,1933,APARTMENT,APARTMENT,795000,FOR_SALE,2,157.0,HYPER_EQUIPPED,False,False,True,30.0,False,-1.0,187.0,2,False,AS_NEW,True,VLA,VBR,5063.6942675159235,4251.336898395722
8950154,1933,APARTMENT,APARTMENT,825000,FOR_SALE,2,130.0,HYPER_EQUIPPED,False,False,True,20.0,False,-1.0,150.0,2,False,AS_NEW,True,VLA,VBR,6346.153846153846,5500.0
9014560,1150,APARTMENT,APARTMENT,904500,FOR_SALE,3,132.0,USA_HYPER_EQUIPPED,False,False,True,8.0,False,-1.0,140.0,-1,False,UKN,True,BXL,BXL,6852.272727272727,6460.714285714285
8857510,1150,APARTMENT,TRIPLEX,990000,FOR_SALE,6,485.0,HYPER_EQUIPPED,False,False,True,16.0,False,-1.0,501.0,2,False,GOOD,True,BXL,BXL,2041.2371134020618,1976.0479041916167
8950153,1933,APARTMENT,APARTMENT,1295000,FOR_SALE,4,195.0,HYPER_EQUIPPED,False,False,True,21.0,False,-1.0,216.0,2,False,AS_NEW,True,VLA,VBR,6641.025641025641,5995.37037037037
8385035,1180,APARTMENT,APARTMENT,1500000,FOR_SALE,3,220.0,USA_HYPER_EQUIPPED,False,True,True,60.0,False,-1.0,280.0,4,False,JUST_RENOVATED,True,BXL,BXL,6818.181818181818,5357.142857142857
8950148,1933,APARTMENT,PENTHOUSE,1550000,FOR_SALE,4,218.0,HYPER_EQUIPPED,False,False,True,85.0,False,-1.0,303.0,2,False,AS_NEW,True,VLA,VBR,7110.091743119266,5115.511551155116
8855351,1180,APARTMENT,PENTHOUSE,1590000,FOR_SALE,2,220.0,HYPER_EQUIPPED,False,False,True,60.0,False,-1.0,280.0,-1,False,AS_NEW,True,BXL,BXL,7227.272727272727,5678.571428571428
8950252,1933,APARTMENT,PENTHOUSE,1750000,FOR_SALE,3,218.0,HYPER_EQUIPPED,False,False,True,122.0,False,-1.0,340.0,2,False,AS_NEW,True,VLA,VBR,8027.522935779816,5147.058823529412
8950254,1933,APARTMENT,PENTHOUSE,2550000,FOR_SALE,3,218.0,HYPER_EQUIPPED,False,False,True,122.0,False,-1.0,340.0,2,False,AS_NEW,True,VLA,VBR,11697.247706422018,7500.0
8950155,1933,APARTMENT,PENTHOUSE,2550000,FOR_SALE,3,218.0,HYPER_EQUIPPED,False,False,True,122.0,False,-1.0,340.0,2,False,AS_NEW,True,VLA,VBR,11697.247706422018,7500.0
8919395,8300,APARTMENT,DUPLEX,2900000,FOR_SALE,4,274.0,USA_HYPER_EQUIPPED,True,False,True,102.0,False,-1.0,376.0,2,False,AS_NEW,True,VLA,VWV,10583.941605839416,7712.765957446809
8943103,1933,APARTMENT,PENTHOUSE,2950000,FOR_SALE,3,258.0,HYPER_EQUIPPED,False,False,True,85.0,False,-1.0,343.0,2,False,AS_NEW,True,VLA,VBR,11434.108527131782,8600.583090379008
8694999,4920,APARTMENT,APARTMENT,270000,FOR_SALE,2,102.0,INSTALLED,True,False,True,45.0,False,-1.0,147.0,2,False,AS_NEW,True,WAL,WLG,2647.0588235294117,1836.734693877551
9042968,1080,APARTMENT,APARTMENT,380000,FOR_SALE,3,120.0,HYPER_EQUIPPED,True,False,False,-1.0,False,-1.0,119.0,2,False,JUST_RENOVATED,True,BXL,BXL,3166.6666666666665,3193.27731092437
9043404,8434,APARTMENT,APARTMENT,495000,FOR_SALE,3,88.0,HYPER_EQUIPPED,False,False,False,-1.0,False,-1.0,87.0,2,False,GOOD,True,VLA,VWV,5625.0,5689.6551724137935
9012057,9320,HOUSE,HOUSE,219000,FOR_SALE,2,82.0,INSTALLED,True,False,False,-1.0,False,-1.0,20.0,2,False,JUST_RENOVATED,True,VLA,VOV,2670.731707317073,10950.0
9026312,1140,APARTMENT,APARTMENT,370000,FOR_SALE,2,95.0,USA_HYPER_EQUIPPED,True,False,True,5.0,False,-1.0,100.0,2,False,AS_NEW,True,BXL,BXL,3894.7368421052633,3700.0
9004775,4032,HOUSE,HOUSE,117500,FOR_SALE,2,90.0,NOT_INSTALLED,False,False,False,-1.0,False,-1.0,40.0,2,False,GOOD,True,WAL,WLG,1305.5555555555557,2937.5
9037028,1400,APARTMENT,FLAT_STUDIO,120000,FOR_SALE,0,39.0,INSTALLED,True,False,False,-1.0,False,-1.0,38.0,-1,False,JUST_RENOVATED,True,WAL,WBR,3076.923076923077,3157.8947368421054
8919729,1180,APARTMENT,APARTMENT,635000,FOR_SALE,4,182.0,HYPER_EQUIPPED,True,True,False,-1.0,False,-1.0,181.0,3,False,JUST_RENOVATED,True,BXL,BXL,3489.010989010989,3508.2872928176794
9036462,1400,APARTMENT,APARTMENT,160000,FOR_SALE,1,48.0,INSTALLED,True,False,False,-1.0,False,-1.0,47.0,-1,False,JUST_RENOVATED,True,WAL,WBR,3333.3333333333335,3404.255319148936
8895494,1000,APARTMENT,APARTMENT,410000,FOR_SALE,2,100.0,USA_HYPER_EQUIPPED,True,False,False,-1.0,False,-1.0,99.0,2,False,GOOD,True,BXL,BXL,4100.0,4141.414141414141
9039643,2000,APARTMENT,APARTMENT,325000,FOR_SALE,2,93.0,HYPER_EQUIPPED,False,False,False,-1.0,False,-1.0,92.0,-1,False,AS_NEW,True,VLA,VAN,3494.6236559139784,3532.608695652174
